ID,Asset,Timestamp,Type,Is Short Sell,Price,Quantity,Total Amount
66,MSFT,2025-02-18 08:33:21,SELL,False,150.6,453.776556740723,68338.7494451529
227,MSFT,2025-02-11 18:04:29,SELL,False,149.6,878.450443351398,131416.186325369
40,MSFT,2025-02-09 21:47:59,SELL,False,150.1,338.049943715205,50741.2965516523
215,MSFT,2025-02-15 01:39:39,SELL,False,148.4,292.514043390054,43409.084039084
92,MSFT,2025-02-18 23:22:33,SELL,False,149.8,903.7459886237,135381.14909583
20,MSFT,2025-02-02 17:04:22,SELL,False,149.9,327.648169534739,49114.4606132573
101,MSFT,2025-02-12 11:44:57,SELL,False,151.2,649.185223507445,98156.8057943257
27,MSFT,2025-02-22 05:56:26,SELL,False,151.4,632.082576419816,95697.3020699602
209,MSFT,2025-02-10 04:37:27,SELL,False,148.1,865.584586319067,128193.077233854
20,MSFT,2025-02-15 21:01:02,SELL,False,151.1,493.969279259231,74638.7580960698
17,MSFT,2025-02-03 15:06:10,SELL,False,149.8,435.083113903365,65175.4504627241
223,MSFT,2025-02-20 02:28:55,SELL,False,151.7,860.183785619747,130489.880278516
241,MSFT,2025-02-07 00:46:28,SELL,False,149.7,611.676817670924,91568.0196053373
289,MSFT,2025-02-08 08:26:34,SELL,False,148.7,196.207734817275,29176.0901673288
55,MSFT,2025-02-15 13:53:10,SELL,False,149.7,463.556278988423,69394.3749645669
244,MSFT,2025-02-12 11:14:42,SELL,False,149.2,584.414093300729,87194.5827204688
16,MSFT,2025-02-15 13:53:35,SELL,False,150.3,976.0014675069,146693.020566287
13,MSFT,2025-02-14 06:57:04,SELL,False,148.5,106.009671308185,15742.4361892655
222,MSFT,2025-02-02 02:35:01,SELL,False,149.5,741.826125745739,110903.005798988
25,MSFT,2025-02-17 04:38:04,SELL,False,149.8,823.327145108325,123334.406337227
196,MSFT,2025-02-25 12:44:49,SELL,False,150.6,307.630526125817,46329.1572345481
174,MSFT,2025-02-03 07:00:46,SELL,False,150.9,693.505390138275,104649.963371866
67,MSFT,2025-02-14 02:25:19,SELL,False,150.9,66.6758966382599,10061.3928027134
252,MSFT,2025-02-28 05:10:00,SELL,False,149.6,17.3133322061804,2590.07449804459
109,MSFT,2025-02-09 21:47:07,SELL,False,149.7,936.388683093614,140177.385859114
102,MSFT,2025-02-16 19:00:01,SELL,False,151.8,770.265414955569,116926.289990255
10,MSFT,2025-02-15 17:44:47,SELL,False,149,238.836720739477,35586.6713901821
187,MSFT,2025-02-05 02:23:36,SELL,False,148.9,212.171358592453,31592.3152944163
247,MSFT,2025-02-05 07:59:28,SELL,False,147.5,354.366170097608,52269.0100893972
170,MSFT,2025-02-27 03:16:45,SELL,False,149.7,487.886204268134,73036.5647789397
211,MSFT,2025-02-04 00:19:20,SELL,False,150.1,463.46094952237,69565.4885233078
26,META,2025-02-06 17:01:46,BUY,False,648.3,261.252841531936,169370.217165154
250,META,2025-02-07 16:39:34,BUY,False,650.4,881.120796810511,573080.966245556
14,META,2025-02-18 07:40:51,BUY,False,650.4,100.211188955895,65177.3572969142
138,META,2025-02-28 03:05:49,BUY,False,650.9,7.97562860596543,5191.3366596229
243,META,2025-02-14 22:46:29,BUY,False,651.4,831.319309336668,541521.398101905
113,META,2025-02-12 01:23:37,BUY,False,651.2,195.828415747664,127523.464334879
73,META,2025-02-08 06:45:57,BUY,False,649.7,290.677961084802,188853.471316796
105,META,2025-02-17 19:13:11,BUY,False,650.9,975.513405234392,634961.675467066
125,META,2025-02-23 15:17:19,BUY,False,650.6,394.242681232032,256494.28840956
5,META,2025-02-25 09:31:21,BUY,False,650.3,355.000024210136,230856.515743852
107,META,2025-02-01 15:49:21,BUY,False,650.6,918.956459157382,597873.072327793
277,META,2025-02-08 09:43:33,BUY,False,650.3,427.374994483253,277921.95891246
244,META,2025-02-08 10:29:31,BUY,False,650.8,412.80774020453,268655.277325108
276,META,2025-02-15 21:13:01,BUY,False,648.8,450.823184433795,292494.082060646
113,META,2025-02-03 14:44:36,BUY,False,650.4,191.108341714845,124296.865451335
293,META,2025-02-03 04:28:19,BUY,False,649.9,559.957407049492,363916.318841465
220,META,2025-02-13 18:42:41,BUY,False,648.9,904.527659485859,586947.998240374
252,META,2025-02-14 01:02:39,BUY,False,650.1,378.276490853099,245917.5467036
33,META,2025-02-03 08:07:31,BUY,False,650.1,595.579821217097,387186.441773235
122,META,2025-02-02 04:41:29,BUY,False,650.2,922.546815910519,599839.93970502
91,META,2025-02-10 18:33:48,BUY,False,651.5,752.822202333809,490463.664820477
256,META,2025-02-09 22:08:04,BUY,False,649.2,908.696311737922,589925.645580259
112,META,2025-02-24 04:01:37,BUY,False,650.9,660.433282959166,429876.023878121
112,META,2025-02-10 11:31:02,BUY,False,651,568.627249487568,370176.339416407
220,META,2025-02-28 00:27:51,BUY,False,650.5,988.232641708966,642845.333431682
54,META,2025-02-28 16:25:59,BUY,False,651.2,713.435648644449,464589.294397265
85,META,2025-02-20 04:15:54,BUY,False,652.9,251.856432834978,164437.064997957
254,META,2025-02-09 01:01:23,BUY,False,648.6,989.71187030232,641927.119078085
286,META,2025-02-01 22:23:37,BUY,False,651.2,674.559987619898,439273.463938078
4,META,2025-02-01 05:47:17,BUY,False,648.3,531.310286889276,344448.458990317
77,META,2025-02-28 18:16:07,BUY,False,649.6,435.87209348307,283142.511926602
227,META,2025-02-22 04:31:26,BUY,False,650.5,894.623450997692,581952.554873999
259,META,2025-02-16 12:19:09,BUY,False,649,84.4955052274566,54837.5828926193
168,META,2025-02-18 00:39:11,BUY,False,652,451.101568466956,294118.222640456
272,META,2025-02-09 23:08:36,BUY,False,650.1,505.115225828169,328375.408310893
150,META,2025-02-01 18:26:05,BUY,False,651.1,538.199084445813,350421.423882669
171,META,2025-02-19 19:01:57,BUY,False,649.4,807.705487835168,524523.943800158
263,META,2025-02-18 18:05:43,BUY,False,649.7,628.23301451038,408162.989527394
96,META,2025-02-08 02:18:58,BUY,False,649.6,801.189578919824,520452.750466317
216,META,2025-02-04 08:28:33,BUY,False,648.7,865.677550758258,561565.027176882
206,META,2025-02-02 11:13:13,BUY,False,650.7,191.96323871528,124910.479432033
116,META,2025-02-21 09:45:40,BUY,False,648.7,796.541239783177,516716.302247347
109,META,2025-02-01 07:34:13,BUY,False,650,856.672522367298,556837.139538744
254,META,2025-02-22 06:27:43,BUY,False,651.1,269.756078310501,175638.182587968
44,META,2025-02-23 01:11:03,BUY,False,650.8,735.356216750624,478569.825861306
98,META,2025-02-22 17:43:04,BUY,False,649.7,284.559884298399,184878.55682867
18,META,2025-02-06 17:20:13,BUY,False,648.3,480.510955305176,311515.252324346
299,META,2025-02-01 10:10:47,BUY,False,649.9,401.185038388792,260730.156448876
17,META,2025-02-16 19:26:12,BUY,False,648.8,206.149105649084,133749.539745125
145,META,2025-02-13 19:51:18,BUY,False,651.2,79.8954812997963,52027.9374224274
58,META,2025-02-13 19:18:54,BUY,False,648,948.358315685491,614536.188564198
184,META,2025-02-19 22:00:03,BUY,False,650.1,617.809704877205,401638.089140671
293,META,2025-02-04 23:55:29,BUY,False,649.5,955.541593096184,620624.264715971
144,META,2025-02-28 23:55:43,BUY,False,649.4,324.143105196677,210498.532514722
220,META,2025-02-19 07:37:35,BUY,False,650.4,992.810556949131,645723.986239715
266,META,2025-02-10 16:17:19,BUY,False,650,177.756726501876,115541.872226219
276,META,2025-02-01 03:24:03,BUY,False,651.1,537.594877015644,350028.024424886
115,META,2025-02-05 20:54:36,BUY,False,648.8,6.00856187195331,3898.35494252331
199,META,2025-02-09 14:28:59,BUY,False,649.3,815.676768595838,529618.925849278
4,META,2025-02-11 02:28:41,BUY,False,651.5,324.156476843946,211187.944663831
65,META,2025-02-27 04:39:44,BUY,False,649.8,925.323935081106,601275.493015703
173,META,2025-02-06 20:28:19,BUY,False,651,300.777571042827,195806.198748881
159,META,2025-02-24 15:40:33,BUY,False,649,932.914386574944,605461.436887139
249,META,2025-02-19 04:32:40,BUY,False,650.2,474.71882434043,308662.179586148
64,META,2025-02-10 11:07:26,BUY,False,650,615.111264571429,399822.321971429
102,META,2025-02-09 14:39:18,BUY,False,650.8,828.966210546764,539491.209823834
263,META,2025-02-09 10:26:02,BUY,False,650.3,374.900260286877,243797.639264556
250,META,2025-02-07 00:14:10,BUY,False,649.6,524.497977814991,340713.886388618
127,META,2025-02-13 20:30:48,BUY,False,650.4,288.144993416734,187409.503718244
28,META,2025-02-11 02:54:20,BUY,False,650.6,332.23150526345,216149.817324401
7,META,2025-02-03 13:48:00,BUY,False,648.7,611.033254929277,396377.272472622
82,META,2025-02-27 02:47:13,BUY,False,651,25.5378438453399,16625.1363433163
273,META,2025-02-03 15:17:51,BUY,False,649.7,918.385780794868,596675.241782426
29,META,2025-02-11 13:35:01,BUY,False,649.1,745.747117273083,484064.453821958
259,META,2025-02-08 02:24:44,BUY,False,650.1,941.292170539265,611934.040067576
229,META,2025-02-02 10:38:38,SELL,True,650.2,918.776317224134,597388.361459132
128,META,2025-02-23 04:22:19,SELL,True,650.1,139.47092905519,90670.0509787793
201,META,2025-02-26 04:40:31,SELL,True,651.8,145.330445139555,94726.3841419619
57,META,2025-02-24 21:07:13,SELL,True,647.5,822.213448206637,532383.207713797
28,META,2025-02-25 14:05:01,SELL,True,650.4,944.328112997851,614191.004693802
242,META,2025-02-17 22:10:38,SELL,True,650.3,736.330540043554,478835.750190323
94,META,2025-02-11 00:48:50,SELL,True,650.4,93.0546199465476,60522.7248132346
247,META,2025-02-11 18:19:43,SELL,True,650.6,919.909726117165,598493.267811828
274,META,2025-02-16 14:58:52,SELL,True,650,968.558835415717,629563.243020216
281,META,2025-02-28 20:13:14,SELL,True,650.1,747.339521107945,485845.422672275
32,META,2025-02-22 23:38:31,SELL,True,650.1,833.823378401686,542068.578298936
270,META,2025-02-05 11:16:41,SELL,True,651.4,146.637354403454,95519.5726584097
58,META,2025-02-01 02:42:45,SELL,True,650.9,857.339802346998,558042.477347661
249,META,2025-02-05 00:41:35,SELL,True,651.3,282.389074886833,183920.004473795
143,META,2025-02-27 16:04:05,SELL,True,649.1,146.563807711197,95134.5675853381
35,META,2025-02-25 14:02:26,SELL,False,649.6,221.051728280865,143595.20269125
173,META,2025-02-07 21:42:06,SELL,False,649.2,130.136787007438,84484.8021252287
250,META,2025-02-09 11:40:41,SELL,False,649.9,183.968940571701,119561.414477548
283,META,2025-02-03 05:12:46,SELL,False,650.3,582.810691788258,379001.792869904
60,META,2025-02-04 09:25:22,SELL,False,648.9,323.410340330891,209860.969840715
156,META,2025-02-05 00:24:05,SELL,False,649.7,17.3814987741235,11292.759753548
50,META,2025-02-04 07:29:17,SELL,False,651.5,843.851135979751,549769.015090808
181,META,2025-02-02 06:51:38,SELL,False,649.8,232.830496057248,151293.256338
176,META,2025-02-03 19:50:29,SELL,False,651,463.347029135037,301638.915966909
126,META,2025-02-24 01:14:05,SELL,False,649.2,936.323204736222,607861.024514755
45,META,2025-02-01 19:31:12,SELL,False,649.6,207.496872846525,134789.968601102
54,META,2025-02-03 22:37:04,SELL,False,650.5,60.6932586095437,39480.9647255082
206,META,2025-02-28 08:11:04,SELL,False,649.1,165.992791134013,107745.920725088
213,META,2025-02-23 15:22:43,SELL,False,648.9,206.556679345418,134034.629227242
199,META,2025-02-15 14:41:32,SELL,False,649,817.051049307133,530266.131000329
261,META,2025-02-12 17:55:05,SELL,False,650.2,998.771622555896,649401.308985844
147,META,2025-02-22 20:38:07,SELL,False,649.2,309.524830698659,200943.52008957
201,META,2025-02-01 14:04:04,SELL,False,649.6,547.188449061651,355453.616510449
287,META,2025-02-27 04:19:25,SELL,False,650.3,889.167956430123,578225.922066509
59,META,2025-02-15 15:52:44,SELL,False,649.9,656.690177609156,426782.946428191
124,META,2025-02-14 11:07:08,SELL,False,649.8,826.076281128035,536784.367476998
108,META,2025-02-01 03:31:13,SELL,False,651.1,117.618610459414,76581.4772701247
210,META,2025-02-03 21:27:02,SELL,False,649.3,900.836097878675,584912.878352624
85,META,2025-02-10 06:25:52,SELL,False,649.3,505.769971293097,328396.442360608
205,META,2025-02-23 02:13:44,SELL,False,651.5,907.754465226603,591402.034095132
48,META,2025-02-09 22:51:59,SELL,False,650.7,841.986161883671,547880.395537705
4,META,2025-02-06 10:10:03,SELL,False,649.1,229.677998068179,149083.988546055
188,META,2025-02-03 04:03:27,SELL,False,651.1,662.719963786897,431496.968421649
111,META,2025-02-21 03:37:55,SELL,False,650.8,187.965521362699,122327.961302844
79,META,2025-02-15 16:23:24,SELL,False,650.8,521.397770476406,339325.669026045
138,META,2025-02-02 06:32:18,SELL,False,649,310.35783312035,201422.233695107
220,META,2025-02-25 01:52:20,SELL,False,649,243.629126575138,158115.303147265
230,META,2025-02-26 18:53:00,SELL,False,649.1,463.230499480338,300682.917212687
194,META,2025-02-17 03:40:25,SELL,False,650.5,103.392082265482,67256.5495136961
103,META,2025-02-11 04:32:50,SELL,False,651.2,905.387115901557,589588.089875094
48,META,2025-02-16 05:29:27,SELL,False,651.5,989.134438327318,644421.086570247
113,META,2025-02-07 03:06:53,SELL,False,648.2,714.989780976171,463456.376028754
163,META,2025-02-04 21:25:24,SELL,False,649.8,685.77268039587,445615.087721236
3,META,2025-02-10 04:15:44,SELL,False,648.2,290.966785393602,188604.670292133
189,META,2025-02-24 17:27:47,SELL,False,649.5,922.562975496163,599204.652584758
123,META,2025-02-20 23:27:05,SELL,False,652.1,408.011126014845,266064.05527428
264,META,2025-02-01 04:33:30,SELL,False,650.8,889.144446739019,578655.205937754
5,META,2025-02-28 23:47:19,SELL,False,649.3,79.5282480263966,51637.6914435393
150,META,2025-02-28 12:21:20,SELL,False,651,325.887570601023,212152.808461266
289,META,2025-02-13 22:10:22,SELL,False,650.8,835.996347629773,544066.423037457
145,META,2025-02-08 20:28:51,SELL,False,651,555.801263008697,361826.622218662
238,META,2025-02-16 13:38:27,SELL,False,650.6,322.594585389701,209880.03725454
257,META,2025-02-12 17:35:52,SELL,False,649.3,268.669530796633,174447.126346254
157,META,2025-02-02 22:25:14,SELL,False,648.3,970.753175931735,629339.283956544
156,META,2025-02-17 01:44:18,SELL,False,651.3,876.570822811815,570910.576897335
172,META,2025-02-24 18:42:20,SELL,False,649.8,919.536542234805,597514.845144176
118,META,2025-02-03 13:42:35,SELL,False,651.8,288.915861408493,188315.358466056
99,META,2025-02-20 04:46:20,SELL,False,647.6,343.737594323951,222604.466084191
48,META,2025-02-25 20:29:00,SELL,False,648.6,859.535031935155,557494.421713142
283,META,2025-02-24 01:15:51,SELL,False,650.4,651.909674353955,424002.052199813
13,META,2025-02-08 16:18:09,SELL,False,650.2,640.50438058318,416455.948255184
125,META,2025-02-01 08:14:29,SELL,False,649.1,956.498392424703,620863.106522874
223,META,2025-02-24 09:44:02,SELL,False,649.3,14.1599715901583,9194.06955348976
236,META,2025-02-26 10:55:25,SELL,False,649.4,278.771878898426,181034.458156638
18,META,2025-02-22 16:01:31,SELL,False,649.7,927.787293160943,602783.404366665
184,NVDA,2025-02-15 00:44:38,BUY,False,298.7,674.455496525101,201459.856812048
116,NVDA,2025-02-04 20:19:45,BUY,False,298.4,377.16468497842,112545.941997561
228,NVDA,2025-02-10 12:14:43,BUY,False,301.1,219.915143475133,66216.4497003625
50,NVDA,2025-02-17 15:18:49,BUY,False,299.8,617.839971308837,185228.423398389
250,NVDA,2025-02-14 00:08:13,BUY,False,299,740.274949298687,221342.209840307
265,NVDA,2025-02-26 23:03:22,BUY,False,298.4,844.796879515047,252087.38884729
75,NVDA,2025-02-16 05:39:40,BUY,False,300,875.808684222982,262742.605266895
242,NVDA,2025-02-15 03:32:59,BUY,False,299.6,834.288461458494,249952.823052965
39,NVDA,2025-02-25 04:36:21,BUY,False,299.3,411.394666884952,123130.423798666
163,NVDA,2025-02-20 11:09:45,BUY,False,299,870.706694667459,260341.30170557
119,NVDA,2025-02-16 15:02:42,BUY,False,299.1,458.261350197562,137065.969844091
223,NVDA,2025-02-13 04:20:54,BUY,False,300.5,322.819613893243,97007.2939749194
58,NVDA,2025-02-23 00:12:19,BUY,False,300.2,422.242198234667,126757.107910047
286,NVDA,2025-02-27 19:06:12,BUY,False,299.6,714.54316647555,214077.132676075
83,NVDA,2025-02-22 12:31:53,BUY,False,300.2,321.998161779368,96663.8481661663
280,NVDA,2025-02-14 02:15:45,BUY,False,300.5,421.877990288973,126774.336081836
75,NVDA,2025-02-21 01:16:09,BUY,False,301.9,473.748143941023,143024.564655795
35,NVDA,2025-02-07 10:34:58,BUY,False,299.4,192.299810099763,57574.5631438691
295,NVDA,2025-02-09 09:09:38,BUY,False,300.8,682.072276231873,205167.340690547
267,NVDA,2025-02-09 18:28:06,BUY,False,299.2,876.111529227947,262132.569545002
267,NVDA,2025-02-10 06:33:58,BUY,False,298.7,415.655370676115,124156.259220955
28,NVDA,2025-02-26 12:03:05,BUY,False,300.2,301.07897440735,90383.9081170865
163,NVDA,2025-02-03 08:53:09,BUY,False,301.2,725.202208230386,218430.905118992
129,NVDA,2025-02-03 13:54:17,BUY,False,299.1,941.828133895496,281700.794848143
219,NVDA,2025-02-17 10:19:11,BUY,False,301.6,141.408961007077,42648.9426397343
183,NVDA,2025-02-22 01:03:55,BUY,False,300.4,775.611552165165,232993.710270416
35,NVDA,2025-02-11 03:14:06,BUY,False,300.4,513.509027327092,154258.111809058
100,NVDA,2025-02-02 12:46:53,BUY,False,302.5,121.475009825622,36746.1904722507
184,NVDA,2025-02-20 04:38:37,BUY,False,301,485.786848280851,146221.841332536
60,NVDA,2025-02-19 15:19:06,BUY,False,299.7,813.086743447009,243682.097011068
211,NVDA,2025-02-28 20:17:09,BUY,False,300,670.440338111718,201132.101433515
89,NVDA,2025-02-07 10:43:38,BUY,False,300.1,748.898389837584,224744.406790259
197,NVDA,2025-02-16 17:39:16,BUY,False,300,502.013980187052,150604.194056116
120,NVDA,2025-02-18 18:42:43,BUY,False,299,703.597790927553,210375.739487338
300,NVDA,2025-02-01 12:26:29,BUY,False,299.3,115.392670324319,34537.0262280686
289,NVDA,2025-02-13 02:02:28,BUY,False,299.3,670.177690363489,200584.182725792
24,NVDA,2025-02-10 03:00:22,BUY,False,300.3,454.516558729555,136491.322586485
282,NVDA,2025-02-02 15:19:49,BUY,False,300.1,539.138060541748,161795.331968578
287,NVDA,2025-02-14 04:54:13,BUY,False,301.1,377.865832822785,113775.402262941
291,NVDA,2025-02-12 15:57:36,BUY,False,300.5,211.044229112272,63418.7908482377
297,NVDA,2025-02-07 17:46:17,BUY,False,299.8,595.366438928005,178490.858390616
12,NVDA,2025-02-27 20:53:50,BUY,False,299.9,27.8351023248604,8347.74718722563
161,NVDA,2025-02-02 19:39:42,BUY,False,300.5,353.304776183791,106168.085243229
211,NVDA,2025-02-17 12:09:48,BUY,False,300.1,942.731282368824,282913.657838884
174,NVDA,2025-02-18 15:16:46,BUY,False,300.8,248.896628441963,74868.1058353424
241,NVDA,2025-02-04 05:56:47,BUY,False,301.2,322.387899956592,97103.2354669256
225,NVDA,2025-02-09 17:44:06,BUY,False,300.2,396.198350913236,118938.744944153
292,NVDA,2025-02-22 13:23:13,BUY,False,301.5,750.213200136857,226189.279841263
74,NVDA,2025-02-03 16:08:40,BUY,False,300.5,73.1630173148047,21985.4867030988
142,NVDA,2025-02-18 11:01:38,BUY,False,300,884.665855828858,265399.756748657
125,NVDA,2025-02-28 00:17:23,BUY,False,298.8,195.014442630986,58270.3154581385
210,NVDA,2025-02-19 14:46:01,BUY,False,297.8,478.960524891773,142634.44431277
217,NVDA,2025-02-17 10:44:21,BUY,False,301.3,255.443541049951,76965.1389183501
122,NVDA,2025-02-07 20:09:09,BUY,False,297.6,515.414144564456,153387.249422382
68,NVDA,2025-02-27 02:00:14,BUY,False,300.6,70.8225924828899,21289.2713003567
186,NVDA,2025-02-08 01:35:55,BUY,False,298.8,43.8817283133151,13111.8604200186
190,NVDA,2025-02-10 18:56:37,BUY,False,300.6,889.601584767788,267414.236381197
87,NVDA,2025-02-14 09:49:08,BUY,False,299.9,825.161367277313,247465.894046466
14,NVDA,2025-02-04 07:19:29,BUY,False,300.5,553.430500200841,166305.865310353
175,NVDA,2025-02-18 08:38:47,BUY,False,300.3,536.128011740009,160999.241925525
293,NVDA,2025-02-05 14:02:33,BUY,False,300.3,560.914335284671,168442.574885987
190,NVDA,2025-02-18 17:32:21,BUY,False,299.2,210.026964170609,62840.0676798461
246,NVDA,2025-02-16 17:51:17,BUY,False,301.4,956.73260056242,288359.205809513
33,NVDA,2025-02-08 08:39:35,BUY,False,300.4,839.451664372368,252171.279977459
221,NVDA,2025-02-14 05:32:34,BUY,False,299.5,139.503755371724,41781.3747338314
22,NVDA,2025-02-08 01:54:13,BUY,False,298.8,448.259288001149,133939.875254743
191,NVDA,2025-02-01 03:05:44,BUY,False,299.7,819.78938427315,245690.878466663
279,NVDA,2025-02-02 05:12:24,BUY,False,299,521.040739275159,155791.181043273
171,NVDA,2025-02-05 02:49:28,BUY,False,300,502.883831419524,150865.149425857
215,NVDA,2025-02-14 12:15:29,BUY,False,300.9,130.747384726177,39341.8880641067
114,NVDA,2025-02-12 00:58:47,BUY,False,300.2,651.892739648751,195698.200442555
175,NVDA,2025-02-26 14:23:32,BUY,False,298.8,949.670968906334,283761.685509213
273,NVDA,2025-02-20 21:51:13,BUY,False,301,459.967360097202,138450.175389258
30,NVDA,2025-02-21 09:40:18,BUY,False,299.3,490.878068517327,146919.805907236
98,NVDA,2025-02-21 06:26:03,BUY,False,299.6,219.135248092389,65652.9203284797
